source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank,logfc.logfc_comb,logfc.rank,sca.LRscore,sca.rank,cellphonedb.pvalue,cellphonedb.rank
T cells 2,Macs 2,Ccl5,Ccr5,2.799089520619275e-4,3317.3,0.03487178465372281,2818,5.735241177671647,59,3.6854706279793517,32,0.859601284659705,7715,0,5962.5
Macs 1,Neu-4 classic,Lrpap1,Sorl1,2.8190257052931905e-4,2167.9,0.06151346596383755,1065,2.0005140310928984,1099,1.6632762217169277,1459,0.9336325756974638,1254,0,5962.5
Macs 1,Dendritic,App,Cd74,2.8418683395795214e-4,1719.5,0.04260318155717839,2065,3.1072007375121724,448,3.6819157382664685,34,0.9629979936339782,88,0,5962.5
Neu-1,Macs 1,Mmp9,Lrp1,2.982750271209102e-4,2032.3,0.056011712683903765,1271,1.7137272760544364,1480,2.3708592850221866,439,0.9376624808043165,1009,0,5962.5
Macs 2,Neu-4 classic,Lrpap1,Sorl1,2.982750271209102e-4,2282.9,0.05565988965495169,1282,1.8822250255089052,1249,1.6557247153072867,1480,0.9304665675599559,1441,0,5962.5
Neu-4 classic,Macs 3,S100a9,Cd68,2.991593081051235e-4,2014.7,0.03593287545022881,2682,1.7964263590397325,1354,3.3847298735147557,61,0.9710243171386369,14,0,5962.5
Macs 1,Macs 1,C1qa,Cd93,3.1286231348692686e-4,1895.7,0.06374199733464747,995,2.3529711844446477,750,2.6267972440933374,273,0.9295522885055905,1498,0,5962.5
Macs 2,Dendritic,App,Cd74,3.174518141508556e-4,1763.9,0.040313639163392936,2254,3.0574439261243302,465,3.682499093627216,33,0.9620011463390887,105,0,5962.5
Macs 1,Macs 1,Apoe,Lrp1,3.178405453290572e-4,1662.9,0.05092820101558776,1504,2.4589667512542297,689,3.154026388261487,99,0.9646847567495391,60,0,5962.5
Neu-4 classic,Macs 2,S100a8,Cd68,3.19046534208144e-4,1777.3,0.044903333433316484,1873,2.1024197439709638,984,3.383524489393772,63,0.9753567749944408,4,0,5962.5
Neu-5 IFN,Macs 2,Mmp9,Lrp1,3.2287742178896905e-4,2190.1,0.053888189093644775,1356,1.7026889961780216,1510,1.8547913581336744,1051,0.9365233200165662,1071,0,5962.5
Macs 1,Prol.,C1qb,C1qbp,3.2287742178896905e-4,1935.9,0.05301959214656427,1394,2.48228591140309,682,3.0075398942485156,131,0.929411094866946,1510,0,5962.5
Macs 1,Macs 2,Grn,Sort1,3.2626814102478414e-4,2163.5,0.06992899726914151,837,1.9387242276463477,1168,1.644315553243711,1514,0.9323310461512008,1336,0,5962.5
Macs 2,Neu-5 IFN,Mrc1,Ptprc,3.2711994009335436e-4,2109.5,0.05761843475240806,1219,1.8731856249636771,1256,2.176479646567976,595,0.929313158104105,1515,0,5962.5
Macs 2,T cells 2,Itgb2,Thy1,3.288284959240199e-4,1734.1,0.12511573533234513,264,5.319595113181153,133,2.0076006943971887,794,0.9292889642489839,1517,0,5962.5
Macs 2,Neu-4 classic,Lpl,Cd44,3.296852568571373e-4,1815.3,0.050641889417931074,1518,2.0173226178936154,1078,2.703310650885619,246,0.9543772505960743,272,0,5962.5
Dendritic,Macs 2,Apoe,Lrp1,3.3747097187342406e-4,1666.1,0.05054180943226871,1527,2.4386233104050437,706,3.2874481155425035,73,0.9645547971666225,62,0,5962.5
Neu-4 classic,Neu-2,S100a8,Tlr4,3.3834440820825325e-4,1820.5,0.05666450067245027,1249,1.693752952594716,1528,3.1754855672033266,92,0.954434110140959,271,0,5962.5
Neu-1,T cells 2,Cd14,Itga4,3.3921952360889526e-4,2088.3,0.05053961173807895,1529,2.190123306731418,902,2.056969954934945,720,0.9324415552198508,1328,0,5962.5
Neu-4 classic,Macs 3,S100a8,Cd36,3.471714671155771e-4,1820.1,0.050392637676072334,1538,1.8657284458649093,1267,3.257798103236181,76,0.9548279611620458,257,0,5962.5
Neu-4 classic,Neu-5 IFN,S100a9,Tlr4,3.598154456108503e-4,1840.9,0.05723202415073895,1230,1.6857689116418677,1552,3.08617223452758,113,0.9522098090107272,347,0,5962.5
Neu-4 classic,Macs 2,S100a8,Itgb2,3.6073035886050145e-4,1766.3,0.045458036529954116,1827,2.125527249714463,962,3.3410005030577814,67,0.9713963352668281,13,0,5962.5
Neu-4 classic,T cells 2,S100a8,Cd69,3.644130151082015e-4,1894.3,0.09350087057165117,479,1.7778054019173166,1377,3.16237042348964,96,0.9286765497092748,1557,0,5962.5
Neu-5 IFN,Neu-4 classic,Cxcl2,Cxcr2,3.746812042268638e-4,1885.9,0.05892503641027167,1160,1.6763249934428204,1568,2.2655950157326865,516,0.9559244897400462,223,0,5962.5
Dendritic,T cells,B2m,Cd3g,3.8453961649577e-4,2008.7,0.03400064589385915,2928,3.5627701087311645,349,2.306980385426966,496,0.9533609532157942,308,0,5962.5
Neu-4 classic,Neu-2,Vasp,Cxcr2,3.9684414964239275e-4,1910.1,0.049604926589790765,1591,1.8640831907696493,1268,2.333096218817744,468,0.9547579700529546,261,0,5962.5
Neu-2,Neu-4 classic,Selplg,Sell,4.007957727490507e-4,2144.9,0.04952567477014151,1595,1.8616517609427654,1270,2.0001139964934187,808,0.9361805011778854,1089,0,5962.5
Prol.,T cells 2,Fn1,Itga4_Itgb7,4.008797316063867e-4,2031.9,0.09791771842153893,443,3.020231407633756,476,2.290855762810451,503,0.911843058753725,2775,0,5962.5
Neu-4 classic,Dendritic,App,Cd74,4.0325075644982104e-4,1894.1,0.03485721819750902,2821,2.938863851088778,504,3.6607439723848856,35,0.9592519135012482,148,0,5962.5
Neu-5 IFN,Macs 1,Mmp9,Lrp1,4.037786175208525e-4,2264.5,0.052152900982423936,1436,1.6590259731253425,1598,1.7879271373054446,1189,0.9355434398510919,1137,0,5962.5
T cells 2,T cells,Lck,Cd8a_Cd8b1,4.1041929279684805e-4,1921.7,0.1821482043723094,91,7.050641041400575,14,2.2820745442390202,507,0.9084337561484537,3034,0,5962.5
Neu-2,Macs 3,S100a9,Cd36,4.10802703014301e-4,1917.9,0.049376115151736295,1605,1.704402138477977,1503,2.897875878112399,165,0.9519324471240371,354,0,5962.5
Neu-4 classic,Neu-5 IFN,Hp,Tlr4,4.1791715588063085e-4,2127.3,0.06827805880513187,868,1.7343926275507653,1447,2.0404960859459567,747,0.9278320774098475,1612,0,5962.5
Neu-4 classic,Prol.,S100a8,Cd36,4.189409270640537e-4,1870.9,0.049264209712669205,1613,1.8479665139952242,1286,2.766216211287884,220,0.9543370330067547,273,0,5962.5
Neu-4 classic,Macs 1,S100a9,Cd36,4.1996656003173233e-4,1882.3,0.04926087121771415,1614,1.8164929283689326,1328,2.9397470883418153,152,0.9518789579429475,355,0,5962.5
Prol.,T cells 2,B2m,Cd3g,4.201073926313702e-4,1755.9,0.0428043158296278,2048,5.478841061319522,90,2.2753358662089216,511,0.9582210228125987,168,0,5962.5
Neu-5 IFN,Neu-4 classic,Selplg,Sell,4.2928140038617284e-4,2149.3,0.04915244907226667,1623,1.8557897328509199,1279,2.0157875364449946,778,0.9359541502607664,1104,0,5962.5
Macs 3,Macs 2,Mfge8,Itgb5,4.3137203041612184e-4,2191.5,0.05550922962114847,1288,1.7957083161491445,1356,2.0511946896283457,726,0.927688846535904,1625,0,5962.5
Neu-4 classic,Neu-2,Mmp9,Itgam,4.355759672978821e-4,1975.9,0.059378175026204016,1144,1.64402641354178,1629,2.07091724755934,707,0.9500737486103934,437,0,5962.5
T cells 2,Neu-4 classic,Selplg,Sell,4.3663168877806257e-4,2230.1,0.048951798494582,1630,1.8526382367729972,1281,1.799473327625995,1165,0.9358314385432036,1112,0,5962.5
T cells 2,Tumor,Ccl5,Sdc4,4.397965052241058e-4,1832.7,0.08128916894954208,639,5.649225376613993,74,3.8854127170037307,22,0.9159701801199128,2466,0,5962.5
Dendritic,Macs 1,Apoe,Lrp1,4.4087359028839384e-4,1695.7,0.048914280237049405,1634,2.3949602873523643,726,3.2205838947142738,86,0.9639909969361351,70,0,5962.5
Neu-2,Dendritic,App,Cd74,4.4752452262847596e-4,1937.1,0.03325544327837803,3010,2.9040537454740902,522,3.7947695462659405,25,0.958322540297773,166,0,5962.5
T cells,T cells 2,B2m,Klrd1,4.5161223153661177e-4,1983.5,0.06284323209656488,1022,4.927710592787397,194,1.5993704395707504,1644,0.9360713579205691,1095,0,5962.5
T cells 2,Macs 1,Ccl5,Sdc4,4.5172683801473395e-4,1837.5,0.08118123667126674,641,5.648784860186158,75,3.6553488917775487,37,0.9159190340905362,2472,0,5962.5
Neu-4 classic,Macs 3,S100a8,Cd68,4.5172683801473395e-4,2161.5,0.03134169026666522,3296,1.728775314066732,1458,3.2618537495227775,75,0.9706456260000802,16,0,5962.5
Dendritic,Macs 2,C1qb,C1qbp,4.548713674441771e-4,1997.9,0.049857545729834064,1571,2.7184383531528997,587,2.764920834409437,222,0.9273671563943076,1647,0,5962.5
Macs 1,Macs 2,Lrpap1,Lrp1,4.6034203505682645e-4,2120.5,0.07007787382139376,836,2.251406939424013,835,1.7248856039227047,1317,0.9273213961242412,1652,0,5962.5
Neu-2,Neu-5 IFN,Cxcl2,Cxcr2,4.6034203505682645e-4,1821.9,0.061234777564512975,1080,1.6323620720708283,1652,2.7673058445915757,218,0.9567274152347464,197,0,5962.5
Tumor,Macs 2,Ltf,Lrp1,4.6144200491202825e-4,1819.3,0.058466190737753214,1180,1.6316658010145073,1653,2.731895421113293,234,0.9642084081534594,67,0,5962.5
Neu-4 classic,Neu-2,Mmp9,Cd44,4.625439254468222e-4,2050.1,0.04857005763698681,1654,1.660971794304959,1592,2.0322896040154093,759,0.9540389602830668,283,0,5962.5
Macs 2,Macs 2,Mfge8,Itgb5,4.7704742775462423e-4,2193.5,0.05459986129170797,1322,1.7786373353171556,1375,2.125442085684396,641,0.9271328546771417,1667,0,5962.5
Macs 2,Neu-1,Mrc1,Ptprc,4.7817689415975055e-4,2148.5,0.053961433866053295,1352,1.8197963750150115,1324,2.3771113836779287,436,0.927128857430561,1668,0,5962.5
Neu-2,Prol.,S100a9,Cd36,4.793083450555509e-4,1992.5,0.048270449887306444,1669,1.6866402066082922,1549,2.406293986164102,412,0.9514116519526783,370,0,5962.5
B cells,T cells 2,H2-K1,Cd8b1,4.815772093733341e-4,1901.3,0.05407138021844818,1348,5.470424705331356,94,1.589962135456338,1671,0.9501921107976089,431,0,5962.5
Prol.,Dendritic,App,Cd74,4.894708543743756e-4,2029.9,0.030717709688549023,3391,2.8489031914050984,538,3.3962926333211136,59,0.9567081671141868,199,0,5962.5
Neu-4 classic,Neu-5 IFN,S100a8,Tlr4,4.895810790129938e-4,1943.3,0.04991942202764465,1566,1.6181178666688671,1678,2.9632961105356017,146,0.9515974828535316,364,0,5962.5
Neu-5 IFN,T cells 2,H2-K1,Cd3d,4.921751886649039e-4,1791.1,0.044783253277189634,1881,3.359658549594129,386,2.2434235579745505,539,0.9571163578631302,187,0,5962.5
Neu-4 classic,Prol.,Mmp9,Lrp1,4.941988266962852e-4,2303.3,0.05555610023645834,1286,1.6808568940361015,1563,1.5865502890124934,1682,0.9374233522518439,1023,0,5962.5
T cells 2,T cells,B2m,Cd3g,4.948893531829199e-4,1970.5,0.035464140846307356,2730,3.6093530837188883,345,2.2431613305705804,540,0.9542889635727999,275,0,5962.5
Neu-1,T cells 2,B2m,Cd3g,5.003472409194956e-4,2189.9,0.028180303688414163,3824,5.204818795513088,145,2.240464823464454,542,0.9490045588749059,476,0,5962.5
B cells,T cells 2,H2-K1,Cd3g,5.086082242254956e-4,1703.3,0.046321889761961894,1784,5.448578111902191,99,2.2374256207746925,545,0.9605633347609589,126,0,5962.5
Macs 2,Macs 2,Psap,Lrp1,5.11803893534797e-4,1788.9,0.04766537726694384,1697,2.201638562160478,890,2.6100653666171487,283,0.9614821184686267,112,0,5962.5
Dendritic,Neu-4 classic,Apoe,Sorl1,5.137578751641297e-4,1778.9,0.044364957221540186,1913,2.187730402073929,906,3.225838733336727,80,0.9677452068868796,33,0,5962.5
Neu-1,T cells 2,H2-K1,Cd8b1,5.262197734649008e-4,1911.9,0.04751367254673979,1709,5.365825988852196,117,1.7779161685296707,1219,0.9470421375300171,552,0,5962.5
Macs 2,B cells,Npy,Dpp4,5.266396869707604e-4,3248.7,0.1870958534317148,81,5.686172669034016,65,1.4549095600800008,2069,0.8557629098497185,8066,0,5962.5
Neu-3,T cells 2,H2-K1,Cd8b1,5.298703477832178e-4,1867.1,0.04744705789945098,1712,5.364763451917957,118,1.8905190695463072,989,0.9470069440911398,554,0,5962.5
Macs 1,Macs 1,Lrpap1,Lrp1,5.323144859173197e-4,2181.9,0.0678212512971041,880,2.207743916371334,883,1.658021383094475,1470,0.9262106593360688,1714,0,5962.5
T cells 2,Macs 2,Thy1,Itgax_Itgb2,5.459071624140238e-4,1752.3,0.15698742590954426,151,5.397427380230105,112,1.9990074210733544,811,0.9259967171817878,1725,0,5962.5
Prol.,Macs 2,Psap,Sort1,5.471555056955933e-4,2330.9,0.04731688319842462,1726,1.7457538770009542,1428,1.5691784053128077,1726,0.9412483240669833,812,0,5962.5
Macs 3,T cells 2,H2-K1,Cd3g,5.483488128535843e-4,2028.5,0.03226221954808989,3159,5.186801632166278,148,2.2176453993236445,559,0.9531117508872563,314,0,5962.5
Neu-4 classic,Neu-3,S100a9,Cd68,5.528786061735857e-4,2668.1,0.02208704673860275,5146,1.4636935731416651,2067,3.224092105509817,82,0.9633344807375201,83,0,5962.5
Macs 2,Neu-2,Mrc1,Ptprc,5.559533332819777e-4,2289.9,0.05205145612569678,1448,1.7919122475167741,1361,1.9172429759081484,945,0.9259021081706483,1733,0,5962.5
Dendritic,Dendritic,App,Cd74,5.571223917990312e-4,2166.7,0.027342755872002338,3987,2.7755579932779963,562,3.5463219491898723,43,0.9542328238984623,279,0,5962.5
Macs 1,T cells 2,Fn1,Dpp4,5.600673360112774e-4,2865.1,0.12083649066143669,290,4.20708342869608,309,2.212752344656885,563,0.8646050644955833,7201,0,5962.5
Neu-4 classic,Neu-5 IFN,Lcn2,Fcgr3,5.635775231663229e-4,1716.3,0.047106309053885985,1739,2.517833213298984,664,3.094440677297205,110,0.9619657324815101,106,0,5962.5
Tumor,Macs 1,Ltf,Lrp1,5.674185847146755e-4,1858.9,0.0565834834617806,1250,1.5880027779618282,1742,2.665031200285063,262,0.9636393058733094,78,0,5962.5
Macs 2,T cells 2,B2m,Klrd1,5.687032455380169e-4,1917.3,0.07141470573733923,816,5.056995057174077,174,1.5643174038086651,1743,0.9397920655819317,891,0,5962.5
Macs 2,T cells 2,Psap,Ar,5.751589576168569e-4,1820.3,0.10753858682817069,368,3.4303356984427875,377,2.1224009741688845,646,0.9256095110643859,1748,0,5962.5
Macs 1,T cells,Fn1,Itga4_Itgb7,5.839968449857203e-4,2110.1,0.08550939758774732,571,2.936412871905401,508,2.5679533477070313,305,0.9062427850809395,3204,0,5962.5
T cells 2,T cells 2,B2m,Cd3d,5.842881249692991e-4,1789.1,0.04672940993700782,1755,3.504202189663948,358,2.08480703641803,684,0.9571417501863099,186,0,5962.5
Macs 1,Macs 2,Fn1,Cd44,5.856010154775045e-4,1953.9,0.046725850072468045,1756,2.267186494397773,818,2.4260931886698747,393,0.9407885310459043,840,0,5962.5
T cells,T cells,H2-K1,Cd3g,5.900826065548651e-4,2041.7,0.03327316137199339,3006,3.4422272959766214,374,2.1982108350031666,573,0.953796385459931,293,0,5962.5
Macs 2,B cells,C4b,Cr2,5.93424645168782e-4,4654.5,0.3404728158467666,22,5.507861749651655,86,1.4337153034984556,2147,0.7751115215521758,15055,0,5962.5
Macs 1,T cells 2,H2-K1,Cd3g,6.055582605414332e-4,1713.3,0.04653735074527439,1771,5.45258977198198,98,2.1591240609513216,611,0.96065113716867,124,0,5962.5
Neu-3,Neu-4 classic,Cxcl2,Cxcr2,6.069064435277568e-4,1991.7,0.050451021101356956,1534,1.5747038335676047,1772,2.483500507320781,355,0.9525353989710538,335,0,5962.5
Neu-2,Macs 2,Cd14,Itgb2,6.096094897678627e-4,1891.3,0.0464767746763083,1774,1.8845355716012784,1245,2.5141373043835573,338,0.9597590400693914,137,0,5962.5
Macs 1,T cells 2,F13a1,Itga4,6.11711442333269e-4,2244.9,0.17096657982240163,114,3.1997384867282683,421,2.1930877886664564,580,0.8961707006807824,4147,0,5962.5
Neu-2,T cells,Cd14,Itga4,6.123214589108966e-4,2210.3,0.04642343867726152,1776,1.8614378721495868,1271,2.220225129343939,556,0.9297161270316129,1486,0,5962.5
Neu-5 IFN,T cells,B2m,Cd3d,6.179855711998399e-4,2077.9,0.034164414962063856,2903,2.7270393687116825,582,2.2676113585043853,515,0.9502379027745906,427,0,5962.5
Neu-3,T cells 2,H2-K1,Cd8a,6.246362527464015e-4,2102.9,0.046316984058824597,1785,4.756401337692246,233,1.593162668787394,1663,0.940198928583074,871,0,5962.5
Neu-2,Macs 1,S100a9,Cd68,6.260158162905843e-4,1791.5,0.04626518436721393,1786,2.0048567755699485,1092,3.0898664503573974,112,0.9743758813582394,5,0,5962.5
Macs 1,Neu-4 classic,Apoe,Sorl1,6.31556688435063e-4,1741.5,0.04619157122371761,1790,2.251736865975794,834,3.15928122688394,97,0.9683690103317797,24,0,5962.5
Macs 2,Macs 1,Psap,Lrp1,6.343407288700033e-4,1825.1,0.046130473907240135,1792,2.1579755391077993,932,2.543201145788919,318,0.9608714261223043,121,0,5962.5
T cells,T cells 2,H2-T23,Cd8b1,6.402784631444117e-4,1768.3,0.11309050239287594,326,5.806099383445491,48,2.1883149766133982,589,0.9230579629044163,1916,0,5962.5
Neu-3,Dendritic,Sema4d,Cd72,6.435057277013391e-4,2420.5,0.08582457775464203,569,3.797847035212537,329,2.1870797686469845,590,0.8903568729214333,4652,0,5962.5
T cells 2,Macs 1,Ccl5,Ccr1,6.497013760844912e-4,1938.9,0.034611129693266136,2843,5.4959752715621235,88,3.197781156557136,90,0.9430662475286061,711,0,5962.5
Dendritic,Neu-2,Apoe,Sorl1,6.497013760844912e-4,2078.7,0.03311602581126831,3027,1.8954570630072292,1227,3.2099803100182545,87,0.9628554375975311,90,0,5962.5
Neu-4 classic,Macs 1,Hp,Itgb2,6.58374234959977e-4,2023.1,0.045804150760237285,1809,1.9334461322245406,1177,2.0461372380399543,734,0.9501531502972691,433,0,5962.5
T cells 2,T cells,H2-K1,Cd3d,6.630944296871765e-4,1864.5,0.04295130658576267,2032,2.9066468557268146,521,2.1761721589881415,596,0.9562509685707211,211,0,5962.5
Macs 3,Dendritic,Mfge8,Itgb5,6.713679349888494e-4,2289.9,0.05043087554231403,1535,1.689577317043625,1541,2.1807029902194164,593,0.9244039517758345,1818,0,5962.5
Neu-4 classic,Neu-4 classic,Mmp9,Cd44,6.786683266319379e-4,2228.7,0.045641075058586764,1823,1.6056282413331904,1696,1.720287327992875,1330,0.9526558680983078,332,0,5962.5
T cells 2,Macs 2,Ccl5,Sdc1,6.787884812686708e-4,2351.7,0.05842856748204208,1182,5.476419050235529,92,3.4433135373832533,53,0.8924876522383933,4469,0,5962.5
T cells 2,T cells 2,H2-T23,Cd8b1,6.79714984724465e-4,1802.3,0.10776829555943497,365,5.7693473024418696,52,2.1736049398540493,601,0.9213286098692985,2031,0,5962.5
T cells,T cells,B2m,Cd3g,6.864392222142655e-4,2186.5,0.029779223395372766,3569,3.4284024306393155,378,2.1720234572886765,603,0.9503235343496905,420,0,5962.5
T cells,Neu-4 classic,Ccl5,Ccr1,7.0001874540259e-4,1807.9,0.04491766828908248,1870,2.666913945616245,607,2.95246885197104,147,0.9496730065200039,453,0,5962.5
Macs 1,Neu-2,Lrpap1,Sorl1,7.175838351257736e-4,2522.1,0.045916454205662344,1802,1.7082406920261985,1497,1.6474177983984553,1500,0.9239776386886646,1849,0,5962.5
Prol.,B cells,Fn1,Dpp4,7.236041963967669e-4,2386.3,0.18059585117192356,95,6.104264947925689,30,2.0083049258813643,792,0.8864507143457595,5052,0,5962.5
T cells 2,Macs 1,Ccl5,Sdc1,7.236041963967669e-4,2440.7,0.054523154838625694,1324,5.464791795540706,95,3.4516415153770343,51,0.8891233091097458,4771,0,5962.5
Macs 2,Macs 2,Lrpap1,Lrp1,7.31432373815773e-4,2224.3,0.0634093147416769,1011,2.13311793384002,956,1.7173340975130635,1334,0.9238788648163229,1858,0,5962.5
Macs 2,Dendritic,Mfge8,Itgb5,7.345365462317828e-4,2302.3,0.04960470228505334,1592,1.6725063362116361,1572,2.2549503862754667,525,0.92382477669107,1860,0,5962.5
T cells,Lung Ep.,Ccl5,Sdc1,7.347382370545077e-4,1879.3,0.10453919468634332,388,2.6368482816353604,617,3.2917350627014486,72,0.9173811778794119,2357,0,5962.5
Dendritic,T cells 2,B2m,Cd3d,7.382711987483629e-4,1807.7,0.04480103231550921,1879,3.457619214676224,369,2.1486260912744157,618,0.9562690021017384,210,0,5962.5
Neu-2,Neu-2,S100a9,Tlr4,7.439076970627392e-4,1936.5,0.05552146184931777,1287,1.5324266452077842,1866,2.8155633420795447,201,0.9515146323287152,366,0,5962.5
Neu-4 classic,Neu-4 classic,Cxcl2,Cxcr2,7.51784469539376e-4,2150.9,0.046835670415456915,1752,1.5313482203590332,1871,2.026984647505569,769,0.9508259104226002,400,0,5962.5
Macs 1,B cells,App,Cd74,7.525148105344959e-4,1929.1,0.0351122942541147,2780,2.6223781863667823,622,3.00315529656907,135,0.9593941711693178,146,0,5962.5
Neu-4 classic,Neu-4 classic,Slpi,Plscr1,7.533672153353598e-4,2182.9,0.07168585554655553,810,1.7796095650307797,1371,1.9445768169549391,899,0.9236985357969643,1872,0,5962.5
Lung Ep.,T cells 2,B2m,Cd3g,7.597039084475463e-4,2361.7,0.02459572077721611,4538,5.137651487266036,157,2.253548576962259,527,0.9456101054989948,624,0,5962.5
Neu-4 classic,B cells,Hp,Cd22,7.705720445770308e-4,1910.3,0.11553188979766216,316,2.6081843613831044,627,2.260947012826206,519,0.9201930476142406,2127,0,5962.5
Macs 2,T cells,B2m,Cd3g,7.742173535755132e-4,2039.5,0.033840946827801394,2944,3.557686895025995,351,2.1369704215265912,628,0.9532561733830097,312,0,5962.5
Macs 3,Macs 2,Psap,Sort1,7.806537757182662e-4,2341.7,0.04469488863170162,1889,1.688318603416893,1545,1.6840307240067696,1410,0.9396520862287854,902,0,5962.5
Macs 1,T cells 2,H2-K1,Cd8b1,7.839114509415814e-4,1940.7,0.05432288707213655,1335,5.474436365411146,93,1.511660575632967,1891,0.9503018091825141,422,0,5962.5
Macs 2,T cells 2,B2m,Cd3d,7.88816848373988e-4,1857.7,0.04459060445947538,1894,3.4525360009710546,371,1.9786161273740406,844,0.9561704551677993,217,0,5962.5
Neu-2,Macs 2,S100a9,Itgb2,7.920997323871432e-4,1832.1,0.044541054999004605,1896,1.9642009423275308,1143,2.9810782779339995,139,0.969528956933974,20,0,5962.5
Macs 2,B cells,Copa,Cd74,7.970430373228412e-4,2058.1,0.04450882144667027,1899,2.4522500838510792,694,2.7207105528194355,238,0.9295599035756079,1497,0,5962.5
T cells 2,Neu-2,Ccl5,Ccrl2,8.014546391771939e-4,2506.3,0.030184827050448414,3491,5.4459249916638885,100,3.2214999775792537,83,0.9102447711964636,2895,0,5962.5
Neu-5 IFN,Macs 2,S100a9,Cd36,8.10337007421674e-4,2375.9,0.04445088453655878,1907,1.5522998454481285,1815,1.565858778564756,1737,0.9494704323602574,458,0,5962.5
Macs 1,Neu-2,Apoe,Sorl1,8.17498018708921e-4,2030.7,0.034479493742529205,2865,1.959463526909094,1146,3.1434228035654677,101,0.9635702486416982,79,0,5962.5
Macs 2,B cells,App,Cd74,8.226430922477898e-4,1983.3,0.03322532048127637,3012,2.57262137497894,641,3.003738651929818,134,0.9583044393022623,167,0,5962.5
T cells 2,Macs 2,Ccl5,Sdc4,8.33699072051809e-4,3289.7,0.02994563409794279,3539,5.439671099370254,102,3.4259242016538605,54,0.8686982199140504,6791,0,5962.5
Dendritic,T cells 2,H2-K1,Cd8a,8.339960821342434e-4,2009.1,0.05476481735321129,1316,4.894436157610849,199,1.5013525705914215,1921,0.9447388038337418,647,0,5962.5
Neu-2,Neu-4 classic,Vasp,Cxcr2,8.512061709588881e-4,2024.9,0.04417026165857735,1931,1.7886967495320207,1365,2.262608006460967,518,0.9521846450702633,348,0,5962.5
Tumor,Dendritic,App,Cd74,8.61219047839359e-4,2736.3,0.01828988230394342,6312,2.5788190624477414,637,3.052098007817201,119,0.944605587285916,651,0,5962.5
